A_Index;AnzahlZimmer;Ausbaustufe;Baeder;BaederKG;Baujahr;EG_qm;Garage_qm;Garagen;Gesamteindruck;Keller_Typ_qm;Keller_qm;Kellerhoehe;Kellertyp;Lage;OG_qm;Umgebaut;Verkaufsjahr;Verkaufsmonat;Wohnflaeche_qm;Z_Verkaufspreis
1319;2;1 Ebene;1;1;1982;108;44;2;3;66;108;Durchschnitt;Guter Wohnraum;Bezirk 15;0;1982;2019;4;108;167000
1990;4;2 Ebenen;3;1;2005;155;54;2;3;44;157;Gut;Kein Wohnraum;Bezirk 16;81;2006;2020;6;236;372500
129;3;1 Ebene;2;1;1990;87;47;2;4;51;87;Gut;Mittlerer Wohnraum;Bezirk 19;0;1990;2019;7;87;148000
3;3;2 Ebenen;2;0;1922;70;61;2;3;0;57;Schlecht;Rohbau;Bezirk 20;57;1962;2021;6;128;87500
1185;4;2 Ebenen;3;0;2012;130;58;3;3;0;129;Sehr gut;Rohbau;Bezirk 16;54;2012;2020;6;184;291000
1935;3;2 Ebenen;3;1;2011;81;40;2;3;69;81;Gut;Guter Wohnraum;Bezirk 24;54;2012;2020;12;136;200000
450;3;2 Ebenen;3;0;1922;77;69;2;5;0;61;Durchschnitt;Rohbau;Bezirk 20;73;2011;2019;5;150;184900
2073;3;1 Ebene;1;0;1983;73;0;0;3;36;73;Durchschnitt;Mittlerer Wohnraum;Bezirk 15;0;1983;2022;4;73;132250
2534;2;1 Ebene;2;0;2013;111;40;2;3;21;107;Sehr gut;Guter Wohnraum;Bezirk 26;0;2013;2019;1;111;180500
1498;4;2 Ebenen;2;0;1971;95;57;2;3;0;0;0;0;Bezirk 5;39;1971;2020;7;134;134432
2220;3;2 Ebenen;3;0;2005;67;32;2;4;0;67;Gut;Rohbau;Bezirk 9;65;2006;2021;5;133;178000
944;3;1 Ebene;1;1;1984;74;39;2;3;11;74;Durchschnitt;Niedrige Qualität;Bezirk 6;0;1984;2019;3;74;123750
2319;2;2 Ebenen;1;0;1992;44;39;2;4;28;43;Gut;Guter Wohnraum;Bezirk 2;43;1992;2019;12;88;123900
1388;2;1 Ebene;2;0;2019;132;56;3;3;0;116;Gut;Rohbau;Bezirk 1;0;2019;2021;6;132;174000
291;3;2 Ebenen;3;1;2011;60;43;2;3;38;58;Gut;Guter Wohnraum;Bezirk 24;62;2011;2018;3;123;183900
1456;3;1 Ebene;2;1;1971;105;25;1;4;28;105;Durchschnitt;Niedrige Qualität;Bezirk 15;0;2006;2022;5;105;177100
473;3;1 Ebene;1;0;1969;71;24;1;2;0;0;0;0;Bezirk 8;0;1969;2021;1;71;84000
1621;4;2 Ebenen;2;0;1927;99;57;2;3;0;68;Durchschnitt;Rohbau;Bezirk 4;46;2016;2020;3;145;162500
1336;3;2 Ebenen;3;0;1990;72;37;2;3;23;72;Gut;Mittlerer Wohnraum;Bezirk 17;51;1990;2021;4;123;138000
628;3;2 Ebenen;3;0;1988;61;40;2;5;45;61;Durchschnitt;Guter Wohnraum;Bezirk 22;64;2017;2022;3;125;150075
2133;2;2 Ebenen;1;0;1912;60;23;1;5;0;34;Schlecht;Rohbau;Bezirk 20;27;2015;2021;5;88;114000
870;2;2 Ebenen;2;0;1984;41;22;1;3;23;41;Durchschnitt;Mittlerer Wohnraum;Bezirk 3;39;1984;2018;7;80;89000
843;2;1 Ebene;1;0;1939;64;37;2;3;0;56;Schlecht;Rohbau;Bezirk 22;0;1962;2022;6;64;97749
1885;3;2 Ebenen;3;0;2008;69;37;2;3;0;69;Gut;Rohbau;Bezirk 9;81;2008;2018;5;150;202000
2;3;2 Ebenen;1;0;1937;70;19;1;4;0;49;Durchschnitt;Rohbau;Bezirk 20;70;2008;2020;6;141;161000
2168;3;2 Ebenen;2;0;1961;87;19;1;4;0;59;Durchschnitt;Rohbau;Bezirk 15;59;1985;2018;7;146;137000
1234;3;1 Ebene;1;0;1969;77;29;1;4;24;77;Durchschnitt;Freizeitraum;Bezirk 15;0;1969;2020;7;77;109008
996;3;2 Ebenen;2;0;1982;65;37;2;4;65;65;Durchschnitt;Niedrige Qualität;Bezirk 3;51;1982;2021;5;116;125000
1930;2;1 Ebene;2;1;2013;120;49;2;3;81;120;Sehr gut;Guter Wohnraum;Bezirk 24;0;2013;2020;9;120;290000
1157;2;1 Ebene;1;0;1964;62;41;2;3;0;0;0;0;Bezirk 12;0;1964;2020;2;62;13100
2009;0;1 Ebene;1;2;1988;148;44;2;4;4;82;Gut;Niedrige Qualität;Bezirk 5;0;1988;2019;5;148;279000
2090;2;1 Ebene;2;1;2017;115;41;2;3;56;115;Gut;Guter Wohnraum;Bezirk 18;0;2017;2018;6;115;185850
677;4;2 Ebenen;2;0;1938;85;0;0;3;0;85;Durchschnitt;Rohbau;Bezirk 21;0;1962;2018;6;129;102000
2558;3;1 Ebene;1;0;1982;76;77;3;5;59;73;Gut;Mittlerer Wohnraum;Bezirk 22;0;1982;2020;6;76;144000
2034;1;1 Ebene;2;1;1969;118;46;2;4;94;144;Gut;Mittlerer Wohnraum;Bezirk 15;0;1969;2018;10;118;252000
2491;2;2 Ebenen;2;0;1936;73;33;1;4;52;52;Schlecht;Niedrige Qualität;Bezirk 20;37;1962;2018;5;111;112000
1789;3;1 Ebene;1;1;1966;117;30;1;3;90;117;Gut;Kein Wohnraum;Bezirk 22;0;1966;2020;6;117;165000
1045;4;2 Ebenen;3;1;2014;73;37;2;3;53;73;Gut;Guter Wohnraum;Bezirk 9;93;2014;2022;5;166;248974
164;4;2 Ebenen;2;0;1927;75;48;2;3;0;75;Durchschnitt;Rohbau;Bezirk 20;91;1962;2022;6;166;171925
2117;3;1 Ebene;3;1;1988;142;46;2;5;88;121;Gut;Guter Wohnraum;Bezirk 27;0;2019;2020;5;142;290000
57;3;1 Ebene;1;0;1943;65;0;0;4;46;46;Durchschnitt;Freizeitraum;Bezirk 8;0;2018;2019;5;65;79000
682;4;2 Ebenen;3;0;2016;71;36;2;3;0;71;Gut;Rohbau;Bezirk 6;93;2017;2018;9;165;195000
124;5;2 Ebenen;2;0;1928;80;0;0;5;0;58;Durchschnitt;Rohbau;Bezirk 21;83;2007;2018;7;163;160000
1223;2;1 Ebene;1;0;1935;73;0;0;4;0;37;Gut;Rohbau;Bezirk 4;0;1970;2018;8;73;85500
881;3;2 Ebenen;3;1;2016;66;32;2;3;61;66;Gut;Guter Wohnraum;Bezirk 9;59;2017;2020;2;126;184000
2384;2;1 Ebene;1;1;1996;95;43;2;3;8;90;Gut;Niedrige Qualität;Bezirk 22;0;1996;2020;3;95;152000
1362;3;1 Ebene;1;0;1974;100;26;1;4;50;100;Durchschnitt;Freizeitraum;Bezirk 14;0;1974;2022;4;100;181585
1747;2;1 Ebene;1;1;1980;82;42;2;4;64;82;Durchschnitt;Mittlerer Wohnraum;Bezirk 15;0;2016;2018;8;82;157500
2517;3;2 Ebenen;2;1;1957;89;24;1;4;49;77;Durchschnitt;Kein Wohnraum;Bezirk 15;43;1962;2020;4;132;140000
407;3;2 Ebenen;1;0;1958;76;73;3;4;37;76;Durchschnitt;Freizeitraum;Bezirk 20;50;1962;2020;6;127;140000
50;3;2 Ebenen;2;1;1937;70;46;2;4;1;61;Durchschnitt;Niedrige Qualität;Bezirk 20;68;2002;2018;8;139;178000
2456;3;1 Ebene;2;1;1976;109;44;2;3;84;109;Durchschnitt;Niedrige Qualität;Bezirk 15;0;1976;2021;7;109;145100
752;2;2 Ebenen;3;0;2016;71;49;2;3;0;71;Gut;Rohbau;Bezirk 24;71;2016;2022;1;142;218499
1481;3;2 Ebenen;3;0;2014;70;41;2;3;0;70;Gut;Rohbau;Bezirk 6;70;2014;2021;7;141;259545
805;3;2 Ebenen;2;0;1960;69;48;2;4;26;65;Durchschnitt;Mittlerer Wohnraum;Bezirk 15;42;1962;2020;9;112;138000
1784;3;2 Ebenen;3;0;2013;71;43;2;3;0;71;Gut;Rohbau;Bezirk 6;71;2013;2019;2;143;209605
2045;1;1 Ebene;2;1;2011;113;40;2;3;77;113;Gut;Guter Wohnraum;Bezirk 6;0;2012;2019;1;113;271590
2532;3;1 Ebene;2;1;2000;128;51;2;3;66;124;Gut;Guter Wohnraum;Bezirk 26;0;2001;2020;8;128;175000
1626;3;2 Ebenen;2;0;1927;68;0;0;2;0;45;Durchschnitt;Rohbau;Bezirk 12;45;1962;2020;5;114;82375
2387;3;2 Ebenen;3;0;2014;109;54;2;3;0;109;Gut;Rohbau;Bezirk 6;75;2014;2019;8;184;251350
802;3;1 Ebene;3;0;2004;69;33;2;3;0;32;Gut;Rohbau;Bezirk 9;56;2004;2019;7;125;163900
2450;4;2 Ebenen;3;1;2016;99;64;3;3;72;97;Sehr gut;Guter Wohnraum;Bezirk 18;98;2016;2020;7;198;316000
934;3;1 Ebene;1;1;1978;77;20;1;3;15;69;Durchschnitt;Niedrige Qualität;Bezirk 22;0;1978;2019;5;77;129000
1880;3;1 Ebene;1;0;1968;104;24;1;4;90;96;Durchschnitt;Mittlerer Wohnraum;Bezirk 8;0;1968;2021;4;104;135000
1007;3;1 Ebene;1;0;1973;78;25;1;4;0;0;0;0;Bezirk 15;0;1973;2019;7;78;99000
1411;3;2 Ebenen;1;1;1943;75;0;0;2;0;75;Durchschnitt;Rohbau;Bezirk 21;65;1962;2022;5;141;114999
1167;4;1 Ebene;2;0;1976;163;48;2;3;0;163;Durchschnitt;Rohbau;Bezirk 22;0;1976;2018;7;163;150000
1271;5;2 Ebenen;3;1;2005;114;67;3;4;86;113;Gut;Guter Wohnraum;Bezirk 16;99;2005;2018;11;214;310000
1304;2;1 Ebene;2;1;2010;103;34;2;3;76;103;Sehr gut;Guter Wohnraum;Bezirk 14;0;2010;2018;5;103;164000
1940;3;2 Ebenen;3;0;1988;68;37;2;3;26;68;Gut;Mittlerer Wohnraum;Bezirk 17;63;1988;2021;9;131;146000
1240;2;1 Ebene;1;0;1966;107;20;1;4;45;107;Durchschnitt;Niedrige Qualität;Bezirk 15;0;1966;2022;3;107;151800
2154;3;1 Ebene;3;0;2009;64;33;2;3;0;32;Gut;Rohbau;Bezirk 9;53;2009;2019;3;117;161500
27;3;1 Ebene;2;0;1981;82;25;1;4;44;82;Gut;Mittlerer Wohnraum;Bezirk 6;0;1981;2018;5;82;128500
88;4;1 Ebene;2;0;1967;122;0;0;3;11;122;Durchschnitt;Mittlerer Wohnraum;Bezirk 8;0;1967;2020;9;122;118000
272;1;1 Ebene;1;1;2002;112;41;2;3;78;111;Gut;Guter Wohnraum;Bezirk 25;0;2002;2019;8;112;212000
153;3;1 Ebene;2;0;2016;94;0;0;3;0;94;Gut;Rohbau;Bezirk 23;0;2016;2021;8;94;142000
363;2;2 Ebenen;2;0;1992;47;39;2;4;0;47;Gut;Rohbau;Bezirk 2;56;1992;2021;7;104;121000
380;3;2 Ebenen;3;1;2004;91;42;2;3;83;134;Gut;Guter Wohnraum;Bezirk 5;74;2004;2019;6;166;240000
1938;3;1 Ebene;2;1;1980;117;44;2;3;72;117;Gut;Niedrige Qualität;Bezirk 5;0;1980;2018;7;117;158900
549;2;1 Ebene;2;0;1998;92;39;2;3;0;91;Gut;Rohbau;Bezirk 25;0;1998;2019;10;92;170000
2583;3;1 Ebene;1;0;1952;111;0;0;2;0;61;Durchschnitt;Rohbau;Bezirk 4;0;1978;2022;5;111;87975
1461;3;1 Ebene;1;0;1987;88;42;2;4;65;88;Gut;Guter Wohnraum;Bezirk 13;0;1987;2020;6;88;124000
2325;3;1 Ebene;1;1;1982;85;76;2;4;70;85;Durchschnitt;Kein Wohnraum;Bezirk 15;0;1982;2021;8;85;148500
152;2;1 Ebene;2;0;1999;102;39;2;3;0;101;Gut;Rohbau;Bezirk 25;0;1999;2018;8;102;130000
1037;2;2 Ebenen;1;0;1952;77;43;2;4;11;69;Durchschnitt;Niedrige Qualität;Bezirk 15;0;2008;2019;10;77;138500
147;3;1 Ebene;2;1;2017;147;56;2;3;110;147;Gut;Guter Wohnraum;Bezirk 6;0;2017;2018;1;147;260000
1503;4;2 Ebenen;2;0;1926;75;15;1;3;0;63;Gut;Rohbau;Bezirk 7;75;1962;2018;7;151;138887
2115;4;2 Ebenen;2;0;1957;92;20;1;2;0;0;0;0;Bezirk 8;37;1962;2021;4;129;98000
107;2;1 Ebene;1;0;1966;85;23;1;4;41;85;Durchschnitt;Kein Wohnraum;Bezirk 15;0;1966;2018;7;85;137000
1382;2;1 Ebene;1;1;1953;57;19;1;4;29;57;Durchschnitt;Freizeitraum;Bezirk 8;0;1962;2021;8;57;113000
2300;2;2 Ebenen;2;0;1982;41;23;1;4;27;41;Durchschnitt;Freizeitraum;Bezirk 3;42;1982;2020;9;83;106000
2401;3;1 Ebene;2;3;1986;182;46;2;3;86;148;Gut;Mittlerer Wohnraum;Bezirk 27;42;1986;2018;1;224;260000
515;3;2 Ebenen;3;0;2009;72;36;1;3;0;48;Gut;Rohbau;Bezirk 24;71;2010;2018;11;143;200000
349;3;2 Ebenen;3;1;2017;61;34;2;3;55;61;Gut;Guter Wohnraum;Bezirk 6;61;2017;2020;10;123;228690
2554;3;2 Ebenen;3;0;2014;74;50;2;3;38;70;Gut;Guter Wohnraum;Bezirk 6;75;2014;2018;7;149;222000
2576;2;1 Ebene;1;1;1992;93;49;2;4;72;83;Gut;Guter Wohnraum;Bezirk 19;0;1992;2018;6;93;169000
1875;2;1 Ebene;1;0;1947;87;22;1;4;0;0;0;0;Bezirk 8;0;1962;2018;6;87;125000
1422;3;2 Ebenen;2;0;1982;46;24;1;3;34;46;Durchschnitt;Freizeitraum;Bezirk 13;46;1982;2018;12;92;87550
1919;4;3 Ebenen;2;0;1927;61;26;1;4;0;61;Durchschnitt;Rohbau;Bezirk 20;61;2017;2020;6;123;139500
904;3;1 Ebene;1;1;1978;77;26;1;4;18;77;Durchschnitt;Freizeitraum;Bezirk 22;0;1978;2019;7;77;129000
2159;2;2 Ebenen;1;1;1961;75;48;2;4;18;71;Durchschnitt;Mittlerer Wohnraum;Bezirk 15;0;2015;2019;5;75;135000
2512;3;2 Ebenen;3;0;2008;77;32;2;3;11;77;Gut;Freizeitraum;Bezirk 9;61;2008;2020;11;139;173000
1436;3;1 Ebene;2;0;1979;114;38;2;3;21;116;Durchschnitt;Freizeitraum;Bezirk 19;0;1979;2021;9;114;161500
211;4;2 Ebenen;2;0;1964;81;34;2;3;0;81;Durchschnitt;Rohbau;Bezirk 20;85;1964;2021;7;166;124500
1723;3;1 Ebene;2;1;1988;129;40;2;3;54;101;Gut;Mittlerer Wohnraum;Bezirk 19;0;1988;2020;5;129;180000
837;3;1 Ebene;1;0;1990;77;29;1;3;53;77;Gut;Guter Wohnraum;Bezirk 6;0;1990;2021;7;77;186340
643;2;1 Ebene;1;0;1964;78;35;1;3;24;78;Durchschnitt;Freizeitraum;Bezirk 20;0;1964;2019;6;78;112500
547;3;1 Ebene;1;1;1976;102;72;3;3;73;102;Gut;Mittlerer Wohnraum;Bezirk 14;0;1976;2020;11;102;173000
1175;3;2 Ebenen;3;0;1993;61;41;2;4;27;61;Gut;Mittlerer Wohnraum;Bezirk 19;64;2015;2019;3;125;176000
1283;3;1 Ebene;1;0;1970;108;29;1;2;0;108;Durchschnitt;Rohbau;Bezirk 8;0;1970;2021;6;108;60000
292;3;1 Ebene;2;1;2020;171;76;3;3;104;171;Sehr gut;Guter Wohnraum;Bezirk 18;0;2020;2021;5;171;404000
80;3;1 Ebene;1;0;1984;74;61;2;5;32;32;Durchschnitt;Freizeitraum;Bezirk 6;0;2018;2019;10;74;128700
176;2;1 Ebene;1;0;1942;69;36;1;5;45;69;Durchschnitt;Mittlerer Wohnraum;Bezirk 12;0;2019;2020;6;69;120500
1179;2;1 Ebene;2;1;1972;106;29;1;3;62;106;Durchschnitt;Kein Wohnraum;Bezirk 15;0;1972;2020;5;106;157000
2496;2;1 Ebene;3;1;2016;211;80;3;3;182;211;Sehr gut;Guter Wohnraum;Bezirk 18;0;2017;2021;2;211;552000
2467;2;1 Ebene;1;0;1937;48;17;1;4;0;48;Durchschnitt;Rohbau;Bezirk 12;0;1962;2021;5;48;75000
1191;2;1 Ebene;1;0;1963;103;33;2;3;71;71;Schlecht;Niedrige Qualität;Bezirk 8;0;1963;2018;4;103;102000
1205;2;1 Ebene;2;1;2017;132;47;2;3;98;132;Sehr gut;Guter Wohnraum;Bezirk 18;0;2017;2019;8;132;277500
2399;4;1 Ebene;2;0;1980;150;0;0;3;0;150;Durchschnitt;Rohbau;Bezirk 22;0;1980;2022;4;150;156975
2481;3;1 Ebene;1;0;1972;150;28;2;3;0;0;0;0;Bezirk 14;0;2018;2021;11;150;115000
1217;3;1 Ebene;1;1;1975;83;32;1;3;4;83;Durchschnitt;Kein Wohnraum;Bezirk 22;0;1975;2020;8;83;128000
1342;3;1 Ebene;2;1;2016;168;65;3;3;122;168;Sehr gut;Guter Wohnraum;Bezirk 18;0;2017;2018;9;168;315000
1788;3;2 Ebenen;1;0;1932;87;0;0;4;0;27;Durchschnitt;Rohbau;Bezirk 12;31;1962;2020;3;119;89500
294;3;1 Ebene;1;1;1965;139;35;2;3;109;120;Durchschnitt;Guter Wohnraum;Bezirk 15;0;1965;2021;10;139;167000
1736;3;2 Ebenen;1;0;1902;58;0;0;5;0;58;Schlecht;Rohbau;Bezirk 20;33;2008;2020;9;91;95000
396;2;1 Ebene;2;0;1962;88;34;2;3;0;0;0;0;Bezirk 15;0;1962;2018;12;88;81400
1530;3;2 Ebenen;2;0;1970;74;26;1;3;39;74;Durchschnitt;Kein Wohnraum;Bezirk 15;55;1970;2019;7;129;144000
1335;3;1 Ebene;2;0;2019;103;48;2;4;0;103;Gut;Rohbau;Bezirk 23;0;2019;2021;4;103;159000
269;3;1 Ebene;3;1;2006;76;40;2;4;29;35;Gut;Guter Wohnraum;Bezirk 7;64;2019;2022;6;140;233605
1125;2;1 Ebene;1;0;1958;79;26;1;4;0;0;0;0;Bezirk 8;0;2018;2022;4;79;97634
409;2;1 Ebene;2;1;1997;148;47;2;3;97;148;Gut;Guter Wohnraum;Bezirk 25;0;1997;2018;12;148;275000
2546;3;2 Ebenen;2;0;1927;96;61;2;3;31;96;Durchschnitt;Niedrige Qualität;Bezirk 12;88;1962;2019;5;185;161000
477;2;1 Ebene;1;0;1941;60;56;2;2;0;60;Durchschnitt;Rohbau;Bezirk 15;0;1962;2018;8;60;68000
273;3;2 Ebenen;1;1;1948;48;48;2;5;29;47;Gut;Mittlerer Wohnraum;Bezirk 21;47;2019;2021;4;96;155000
1778;4;1 Ebene;2;1;1981;121;43;2;4;70;121;Durchschnitt;Guter Wohnraum;Bezirk 19;0;1981;2020;5;121;183000
1238;3;1 Ebene;1;0;1971;106;44;2;4;0;106;Durchschnitt;Rohbau;Bezirk 15;0;1971;2020;10;106;142000
2018;2;1 Ebene;2;1;2007;147;44;2;3;62;134;Gut;Guter Wohnraum;Bezirk 25;0;2008;2021;9;147;239500
1027;3;1 Ebene;1;0;1979;76;24;1;4;38;73;Durchschnitt;Mittlerer Wohnraum;Bezirk 22;0;2016;2021;6;76;130000
2110;3;1 Ebene;1;0;1965;77;35;2;4;0;8;Durchschnitt;Rohbau;Bezirk 15;0;2008;2020;10;77;116000
958;3;1 Ebene;1;1;1967;81;48;2;4;48;81;Durchschnitt;Guter Wohnraum;Bezirk 20;0;1967;2018;6;81;135500
138;2;1 Ebene;1;1;1967;73;48;2;4;14;73;Durchschnitt;Freizeitraum;Bezirk 8;0;2002;2018;4;73;115000
1868;3;1 Ebene;1;1;2006;84;0;0;3;49;84;Gut;Guter Wohnraum;Bezirk 6;0;2007;2019;8;84;135960
2599;3;2 Ebenen;3;0;2012;123;42;2;3;0;119;Gut;Rohbau;Bezirk 9;40;2012;2018;11;164;230500
1662;3;1 Ebene;2;0;1972;127;38;2;4;55;110;Durchschnitt;Freizeitraum;Bezirk 15;0;1972;2020;2;127;141500
2286;3;1 Ebene;2;0;2016;120;41;2;3;2;120;Gut;Guter Wohnraum;Bezirk 6;0;2016;2022;5;120;312329
1396;3;1 Ebene;1;1;1965;89;20;1;4;62;89;Durchschnitt;Guter Wohnraum;Bezirk 15;0;2019;2022;1;89;125349
1149;3;1 Ebene;1;1;1997;70;0;0;3;53;70;Durchschnitt;Mittlerer Wohnraum;Bezirk 14;0;1997;2021;3;70;112000
966;2;1 Ebene;1;0;1931;69;0;0;3;0;51;Durchschnitt;Rohbau;Bezirk 12;0;1962;2018;9;69;72000
1635;3;2 Ebenen;3;0;2013;89;76;2;3;0;89;Gut;Rohbau;Bezirk 6;102;2014;2020;9;192;347270
1415;2;1 Ebene;2;0;1933;121;26;1;5;0;104;Durchschnitt;Rohbau;Bezirk 21;0;1962;2020;4;121;168000
711;3;2 Ebenen;1;1;1932;48;30;1;4;5;48;Durchschnitt;Mittlerer Wohnraum;Bezirk 4;55;2009;2020;4;103;115000
886;1;1 Ebene;2;2;2005;146;40;2;3;137;146;Gut;Guter Wohnraum;Bezirk 27;0;2005;2020;5;146;324000
1331;4;2 Ebenen;4;1;2006;207;70;3;4;123;207;Sehr gut;Guter Wohnraum;Bezirk 16;159;2007;2019;1;366;755000
1703;2;1 Ebene;2;1;1971;112;26;1;4;82;114;Durchschnitt;Kein Wohnraum;Bezirk 26;0;1971;2019;7;112;170000
2567;4;2 Ebenen;1;1;1952;64;25;1;3;0;64;Durchschnitt;Rohbau;Bezirk 8;64;1962;2021;10;128;108000
231;3;2 Ebenen;3;1;2011;64;37;2;3;48;63;Gut;Guter Wohnraum;Bezirk 24;63;2011;2019;9;127;176500
224;2;1 Ebene;2;1;2015;152;74;3;3;133;152;Sehr gut;Guter Wohnraum;Bezirk 18;0;2016;2018;8;152;374000
1683;2;1 Ebene;1;1;1967;158;25;1;3;32;137;Durchschnitt;Niedrige Qualität;Bezirk 5;0;2005;2021;11;158;190000
1658;1;1 Ebene;2;1;2017;105;46;2;3;88;105;Gut;Guter Wohnraum;Bezirk 24;0;2017;2018;4;105;197000
765;5;1 Ebene;2;0;1961;134;0;0;1;0;38;Schlecht;Rohbau;Bezirk 20;0;2004;2020;12;134;65000
735;3;1 Ebene;3;0;1980;146;37;2;4;48;124;Durchschnitt;Freizeitraum;Bezirk 22;0;2005;2018;7;146;180000
559;3;1 Ebene;3;1;2008;172;66;3;3;59;156;Sehr gut;Guter Wohnraum;Bezirk 14;0;2009;2020;9;172;300000
2243;3;2 Ebenen;2;0;1931;84;0;0;4;0;67;Durchschnitt;Rohbau;Bezirk 12;44;2017;2019;8;128;115000
1976;2;1 Ebene;1;1;1989;75;26;1;3;11;75;Gut;Niedrige Qualität;Bezirk 22;0;1989;2019;3;75;120750
968;4;2 Ebenen;2;0;1892;112;73;4;4;0;105;Durchschnitt;Rohbau;Bezirk 20;112;2015;2021;5;224;265979
2452;3;2 Ebenen;1;0;1932;62;24;1;5;9;53;Durchschnitt;Kein Wohnraum;Bezirk 20;61;1977;2020;3;123;132000
110;3;1 Ebene;1;1;2006;86;63;2;3;46;86;Gut;Mittlerer Wohnraum;Bezirk 6;0;2006;2019;8;86;153450
741;4;1 Ebene;2;0;1970;136;48;2;3;0;136;Durchschnitt;Rohbau;Bezirk 15;0;1970;2022;3;136;155250
154;2;1 Ebene;1;0;1981;79;24;1;4;21;79;Gut;Freizeitraum;Bezirk 15;0;1981;2020;9;79;111900
2121;2;2 Ebenen;2;0;1952;93;37;2;4;0;68;Durchschnitt;Rohbau;Bezirk 20;47;1997;2020;5;140;119164
400;2;1 Ebene;1;1;1989;85;42;2;3;82;82;Gut;Guter Wohnraum;Bezirk 14;0;1989;2018;5;85;135000
1515;2;1 Ebene;1;0;1934;69;8;1;4;0;69;Durchschnitt;Rohbau;Bezirk 12;0;1962;2019;9;69;75200
497;3;1 Ebene;1;1;1970;114;44;2;4;9;69;Durchschnitt;Guter Wohnraum;Bezirk 26;0;1970;2021;1;114;137500
1418;3;1 Ebene;1;1;1980;89;42;2;3;64;89;Durchschnitt;Mittlerer Wohnraum;Bezirk 15;0;1980;2018;7;89;142000
1080;3;1 Ebene;1;0;1978;75;22;1;3;28;73;Durchschnitt;Freizeitraum;Bezirk 15;0;1978;2020;10;75;110000
2338;2;1 Ebene;1;0;1922;76;17;1;4;0;40;Durchschnitt;Rohbau;Bezirk 20;0;1962;2020;9;76;78000
1497;3;1 Ebene;2;0;2015;203;82;3;3;4;203;Sehr gut;Guter Wohnraum;Bezirk 18;0;2015;2021;6;203;386250
1981;2;1 Ebene;1;1;2017;91;44;2;3;39;46;Gut;Guter Wohnraum;Bezirk 8;0;2017;2020;6;91;148000
1968;3;2 Ebenen;3;0;1986;109;66;2;4;47;63;Durchschnitt;Guter Wohnraum;Bezirk 19;66;1986;2021;6;175;206000
1318;2;1 Ebene;2;1;2002;113;43;2;3;54;110;Gut;Guter Wohnraum;Bezirk 9;0;2002;2022;2;113;197224
1889;4;1 Ebene;2;0;1972;128;34;1;3;56;91;Durchschnitt;Mittlerer Wohnraum;Bezirk 15;0;1972;2020;8;128;127000
2382;3;1 Ebene;2;0;1989;88;41;2;4;45;88;Gut;Niedrige Qualität;Bezirk 6;0;2020;2021;9;88;200315
2362;3;1 Ebene;1;1;1971;97;26;1;3;72;97;Durchschnitt;Kein Wohnraum;Bezirk 15;0;1971;2022;5;97;156400
1189;4;2 Ebenen;3;0;2007;115;61;3;3;44;114;Gut;Mittlerer Wohnraum;Bezirk 16;116;2007;2018;6;231;350000
2459;2;2 Ebenen;1;1;1966;83;23;1;4;0;79;Durchschnitt;Rohbau;Bezirk 15;0;1966;2020;6;83;112500
381;2;1 Ebene;1;1;1996;70;42;2;4;17;70;Gut;Freizeitraum;Bezirk 14;0;1996;2022;4;70;172385
1663;3;2 Ebenen;3;0;2017;59;37;2;3;0;59;Gut;Rohbau;Bezirk 6;61;2018;2021;7;120;230263
2432;3;2 Ebenen;3;0;2016;67;44;2;3;0;67;Gut;Rohbau;Bezirk 23;71;2016;2020;12;139;173000
422;3;2 Ebenen;3;0;2011;85;41;2;3;58;83;Gut;Guter Wohnraum;Bezirk 9;83;2011;2021;5;168;225000
137;3;2 Ebenen;3;1;2010;88;62;3;3;52;89;Gut;Guter Wohnraum;Bezirk 14;74;2011;2022;5;162;293135
1526;3;1 Ebene;1;0;1966;102;26;1;4;0;35;Sehr gut;Rohbau;Bezirk 8;0;1966;2020;11;102;100000
1508;3;1 Ebene;1;1;2015;92;48;2;3;61;92;Gut;Guter Wohnraum;Bezirk 23;0;2016;2019;5;92;149000
1017;2;2 Ebenen;1;0;1959;70;28;1;3;37;70;Durchschnitt;Freizeitraum;Bezirk 15;32;1962;2020;10;103;118500
289;3;2 Ebenen;2;2;1977;137;44;2;4;106;127;Durchschnitt;Mittlerer Wohnraum;Bezirk 26;14;1977;2020;8;151;228950
2391;1;1 Ebene;1;1;1984;53;0;0;4;42;53;Gut;Mittlerer Wohnraum;Bezirk 13;0;1984;2020;6;53;81000
760;3;2 Ebenen;2;1;1922;64;44;2;4;14;57;Gut;Freizeitraum;Bezirk 8;57;2012;2018;10;122;98000
2023;2;2 Ebenen;3;1;2012;64;37;2;3;39;64;Gut;Guter Wohnraum;Bezirk 24;64;2012;2022;5;128;203549
2461;3;2 Ebenen;1;0;1950;79;19;1;3;0;75;Durchschnitt;Rohbau;Bezirk 7;37;1962;2020;3;116;110000
189;2;1 Ebene;2;1;2007;137;51;2;3;100;135;Gut;Guter Wohnraum;Bezirk 25;0;2008;2022;3;137;271975
2335;3;2 Ebenen;3;0;1977;124;50;2;3;15;86;Gut;Niedrige Qualität;Bezirk 15;77;1991;2019;8;202;129000
2252;4;2 Ebenen;2;1;1951;57;61;2;4;0;57;Durchschnitt;Rohbau;Bezirk 20;57;2018;2021;8;114;149000
